,title,author,genre,story,platform
106,생사결: 여래의 복수,"윤선영,A4스튜디오,(주)툰플러스,스튜디오M,솔라",액션무협,"글: 윤선영 각색:스튜디오M 만화:A4스튜디오 

<시즌 2>

소림사 당대 전승자, 성창.
장경각의 모든 비급을 외울 정도로 천재적 두뇌를 가졌지만
유약한 신체 탓에 비급을 사용할 순 없다.

소림사 비전을 후대에 전승하기 위한 업을 이루기 위해,
천마신교의 습격을 당한 소림사를 애써 등지고 탈출하려 하지만
결국 위기에 처하고 마는데….

그 때 들린 미지의 목소리.

죽은줄로만 알았던 그는
삼백년 전, 역천대법의 제물로 사용되 지하에 잠들어 있던 소년
양련진가의 몸에서 다시금 눈을 뜨게 된다!

정의롭지만 고리타분한 학승 성창,
끝없는 탐욕에 물든 타락한 요승 양련진가
불가사의한 존재에 의해 결속된 두 사람의 불편한 동거 관계가 시작된다.


<시즌 1>

무공과 일절 관계없을 것 같이 생긴 유약한 서생 소화산.
빼어난 인품에 장원에 두 번이나 급제했던 수재이며, 지방 왕 및 
관리들과의 돈독한 인맥으로 존경받는 서생이다.
그러나 그의 정체는 다름 아닌 화산의 숨겨졌던 비공, 응사생사박의 유일한 계승자.

평소에는 늘 방안에 틀어박혀 서책을 읽거나 몸을 쓴다는 것도 기껏 마당을 청소하거나 가벼운 체조만 할 뿐이다.
두 번 다시 무공을 펼칠 일이 없어 보였던 그가 다시금 강호로 나선 건 어느 날 밤.

화산 본파가 있는 산등성이가 불타고, 문파는 괴멸되었으며, 어린 제자들만이 몸을 의탁하러 온다. 
그리고 어린 제자들마저 몰살하기 위해 나타난 가공의 무림고수들.
이에 소화산은 무공을 발휘해 그들을 전멸시키고 화산의 제자들을 지켜낸다.

누가 이런 일을 계획했는지, 목적이 무엇인지 알아내기 위해 분연히 정체를 드러내고 강호로 뛰어든 소화산.
대를 이어 계승된 비인부전의 절기가 깨어나고, 수많은 무림고수들과 막강한 세력을 자랑하던 적들이 
그의 앞에서 모조리 찢겨지고 쓰러지면서 강호 전체가 요동치게 되는데.....",카카오페이지
107,묵향 디 오리진,"REDZIN,Silva(REDICE STUDIO),전동조",액션무협,"무협계 한 획을 그은 전동조 장편 소설 [묵향]! 
암살자에서 무림 정점에 오르는 묵향의 이야기가 
초대형 웹툰 프로젝트, [묵향 디 오리진]으로 돌아온다!

 수많은 세력이 패권을 다투던 드넓은 중원의 무림. 어릴 적 마교에 납치되어 암살자로 훈련받은 2044호. 고된 훈련 속에서 목숨의 위협을 넘어 치열하게 살아남은 그는 실력을 인정받아 ‘묵향’이란 이름을 얻는다.
 그러나 묵향에게는 언제나 채워지지 않는 갈증이 있었으니, 그것은 바로 검의 길! 암살자로 사는 삶에 만족하지 못하던 그때, 묵향은 스승 ‘환사검 유백’을 만나 인생의 큰 변화를 맞이하는데! 그는 자신이 좇던 탈마의 경지에 올라 무공의 정점에 오를 수 있을까?!

수많은 고수와 격돌하며 궁극의 무를 좇는 묵향!
전설적인 일대기의 서막이 다시 열린다!!

묵향 디 오리진 ⓒ 레드아이스 스튜디오(주), 전동조 / 학산문화사

* 이용안내
<묵향 디 오리진>은 전동조 작가님의 소설 <묵향>의 1부의 이야기입니다.
이어지는 <묵향> 2부의 스토리는 <묵향 다크레이디>를 검색하여 이용 부탁드립니다.",카카오페이지
108,고개를 들어 달을 보라,단거땡,로맨스,"""당신은 달의 아이. 저와 함께 달궁으로 가셔야 합니다.""

귀신을 볼 수 있는 능력을 지닌 여고생 보라.
어느 날 갑자기 달토끼가 찾아와 폭탄선언을 한다.
쓸데없는 능력 탓에 아직 연애도 제대로 못해봤는데, 달에 간다고?

안 돼! 못 가! 난 모솔 탈출할 거야~~~~~~!!

과연 보라는 무사히 연애를 시작할 수 있을까?",카카오페이지
109,두 번 사는 랭커,"농농,사도연",소년,"5년 전 사라진 쌍둥이 동생을 잊고 살던 연우.
어느날 그에게 동생의 유품인 회중시계가 돌아왔다.

그리고 그 속에 숨겨진 일기장.

'형이 이 일기를 들을 때 즈음이라면 나는 이미 이 세상 사람이 아니겠지.'

여러 차원과 우주가 교차하는 세계에 놓인 태양의 신 탑, 오벨리스크.
그리고 그곳에 오르다 배신당해 눈을 감아야 했던 동생.

모든 걸 알게 된 연우는 동생이 남겨 둔 일기와 함께 탑을 오르기 시작한다.

'오늘부터 난. 차정우이다.'",카카오페이지
110,화홍,"웹툰 서윤영,원작 소설 이지환",로맨스,"<1부>
단국의 고고하고 잘난 ‘욱제’ 전하, 어리고 못난 ‘소혜’ 아씨를 중전으로 맞이하였도다. 
허나 욱제 전하, 잉첩인 ‘희란’만 어여삐 여기고, 
조강지처 소혜 아씨, 소박만 주는구나. 
외롭고 힘든 궁궐 생활 홀로 버텨내던 중전마마, 
이제 회임할 수 있는 진짜 여인이 되었으니! 
어느 순간 욱제 전하의 눈길이 중전마마에게로 향하는 것인데ㅡ
두 지존마마, 과연 귀한 사랑의 결실을 이룰 수 있을 것인가? 

로맨스 장편 소설의 대가 이지환 작가의 원작 [화홍]이 
본격 궁중 로맨스 만화로 재탄생!!! 

------------------------------------------------------------------------------------------

<2부>
욱제 전하와 소혜 마마 슬하 
네 분의 왕자님과 두 분의 공주를 두셨으니, 
이는 단국의 큰 복이라~ 
장성하시어 세자빈을 맞이할 보령되신 단국의 세자저하, 
예전부터 맘에 품었던 처자 ‘연희’ 아씨 계셨으나 
연희 아씨 성정 보통 아니라. 
세자빈 되겠노라 저하와 약조해두곤 도망치기 일쑤로구나. 
겨우겨우 세자빈 간택은 되었으나 
간택된 날조차도 궐 담 넘겠다 아둥바둥하던 연희 아씨, 
미리 아씨를 기다리고 있던 세자저하에게 보쌈당해버리니! 
그 밤에 세자저하와 연희 아씨 과연 무슨 일이 있었으려나~?!

더욱 화려하고 더욱 색(色)스러워진 <화홍> 2부! 
각양각색 스타일의 구중궁궐 연애담을 지금 만나보세요~",카카오페이지
111,순백의 엘리사벳,"용두식,우푸,남유현",로판,"여주인공이 되었다.
그것도 특별한 힘을 지닌 강하고 아름다운 여주인공 '엘리사벳 릴리'.

하지만 꽃길까지 가는 길이 너무나 험난하다.
노예로 부려지다 세뇌당하고 학대당하고…….
그런데 원작에 나온 여주인공의 고난은 아직도 한참 남았다.

이러다 남자주인공을 만나기도 전에 죽겠어!

결국 그녀는 결심했다.
조연인 성격 나쁘고 위험한 마법사 '아쉐로트'의 손에 구해져서 원작을 바꾸기로!

그런데,

""좋아, 내가 키우지.""
""진심이야? 아쉐로트 네가 아이를 키운다는 게 뭔지는 알아?""
""식생활 전부를 책임지고, 교육시키고, 안전하게 보호하고, 결혼하겠다 하면 남편을 철저히 검증해 없애 버리고…….""

아니야! 그거 아니야!

지금 엘리사벳 릴리는 나쁜 마법사를 길들이는 중♬

#로맨스판타지 #빙의 #성격파탄남주 #육아 #마법사 #능력녀",카카오페이지
112,비뢰도,"오주,Awin,검류혼",액션무협,"홀로 길러주신 아버지를 돌림병으로 잃고 10세의 어린 나이에 혈혈단신이 된 비류연.
조각가였던 아버지에게 배운 기술로 부모님의 조각상을 만들어 두 분의 묘 앞에 세워두는데,
지나가던 노인이 그걸 보더니 자신을 사부로 삼으면 천하제일 무공을 가르쳐주겠다고 한다.

수상쩍지만 달리 갈 곳도 없고, 그럴듯해 보이는 무공에 혹해 비류연은 그를 따라가고 마는데…

그날 이후 비류연을 길러준 것은 팔할이 바람이었다.

오늘 하루는 좀 편안했으면 좋겠다는 바람!
사부가 더 늙으면 울 때까지 구박해주겠다는 바람!
아니 다 필요 없고 여기서 탈출하고 싶다는 바람!
하늘이여 저한테 왜 이러세요 제발 살려주세요… 하는 바람!

하늘이 비류연의 바람을 들어준 것일까.
무식한 가사노동과 피골상접 과로사를 야기할 것 같던 돈벌이로 점철된 삶 속에서
깨알같이 사부 몰래 힘을 비축하던 비류연은 드디어 어느 날 깨닫는다.

‘오늘이 바로 그날이다!’

사부를 따돌릴 꿀떡(?)을 던져놓고는 무한한 용기를 발휘해 묵금과 비뢰도까지 다 들고 튄 비류연.

혹자는 강호를 두고 시산혈해 위에 암투로 쌓아올린 백척간두의 세계라고 하나,
비류연에겐 드넓은 꿀 천지에 온실 속의 화초들이 노니는 안락한 신세계로만 보였는데…!

비류연의 행복은 과연 언제까지 갈 것인가!

----------------------------------------------------
웹툰 <비뢰도>는 매주 금요일, 주1회 연재됩니다.",카카오페이지
113,"왜 이러세요, 공작님!","에디,반달반지",로판,"“나의 종달새, 내 영혼의 주군—
그런 슬픈 표정 하지 마.
종달새가 우울해하면 내 세상에는 온통 비가 내리는 것 같아.”

일명 사신(死神)으로 불리는 냉혈한, ‘로안 페르카 공작’.
한 달 전 손수 내 목을 치려던 그가 나의 남편이 되었다?!
그것도 공처가, 애처가를 넘어 나 ‘에르인’의 신봉자가 되어서!!!

진짜 사랑이면 좋겠지만 이 모든 것은 정체불명 마법의 힘ㅠㅠ
심지어 그 마법이 점점 풀리고 있어-!!

이중인격(?) 두 남편(?)과의 명줄을 건 결혼생활, <왜 이러세요, 공작님!>",카카오페이지
114,그 오빠들을 조심해!,"민이영,플루토스",로판,"7살에 어머니를 여의고 에른스트 공작가에 입양된 하리.
에른스트의 삼 형제에게 갖은 핍박을 받아왔지만
 시집을 가게 되면서 드디어 피눈물 나던 생활을 끝내게 되었다.

그런데 웬걸?
자다 일어났더니 지옥 같던 어린 시절로 돌아온 게 아닌가! 꿈인가?!

흥, 당장 깰 꿈이 아니라면
이제는 나도 눈치 안보고 맘대로 살거야!

하리는 그렇게 삐뚤어지기로 결심했다.",카카오페이지
115,악역의 엔딩은 죽음뿐,"수월,권겨을",로판,"역하렘 공략 게임의 악역, 
에카르트 공작가의 하나뿐인 공녀이자 입양아
페넬로페로 빙의했다. 

그런데 하필 난이도는 극악! 
뭘 해도 엔딩은 죽음뿐! 

‘진짜 공녀’가 나타나기 전에
여주의 어장 중 한 명을 공략해서 살아남아야 한다.

사사건건 시비를 거는 오빠 1, 2.
모든 루트가 죽음으로 이어지는 미친 황태자.
여주바라기 마법사와 충직한 노예 기사까지!

‘일단 가망성 없는 놈들은 바로 버리자.’

“그동안 제 주제를 잘 몰랐어요.
앞으로는 쭉, 신경 쓰실 일 없이,
쥐죽은 듯 살겠습니다.”

근데 왜 자꾸 선을 그을수록 호감도가 오르는 거야?!
악역 페넬로페의 미친 역하렘 공략 게임 생존기!

==============================

[표지 및 타이틀 로고 디자인] 디자인그룹 헌드레드",카카오페이지
116,이차원 용병,"발로,금호",소년,"취직하고 싶습니까?
영혼을 팔아서라도 취직하고 싶으십니까?
그렇다면 잘 오셨습니다.
취업 정보 사이트 영팔이는 영혼을 팔아서라도
일자리를 구하고 싶은 이, 바로 당신을 위한 곳입니다.

천사인가, 악마인가.
서른 살 백수 강철호는 정체 모를 그들과 계약을 했다.
영혼을 팔아서라도 돈, 그놈의 돈을 벌기 위해!

다른 차원의 계약자들에게 빙의하여,
그들이 가장 절망하던 순간의 삶을 바꾸는 것!
그것이 강철호에게 주어진 사명, 미션(Mission)이다!

************************************************

소설에서 다 풀지 못했던 이야기가
지금 여기에서 펼쳐집니다!



[시즌1] 만화 김재환 
[시즌2, 3] 만화 발로 
[로고 및 표지 디자인] 디자인그룹 헌드레드

************************************************

웹툰 [이차원 용병]은 매주 금요일, 주1회 연재됩니다.",카카오페이지
117,전령새 왕녀님,"삼월에,동전,한류이",로판,"전쟁으로 패망 직전에 몰린 로이몬드의 여덟 번째 왕녀 제르.
적군에게 납치됐다 깨어나 보니… 새가 됐다?!

다행인지 불행인지 그것도 총사령관 ‘발하일’의 전령새가!
비록 새의 몸이지만 나라를 위해 고군분투하는 그녀.

하지만 진짜 새 취급도 정도껏 하라고!!
“궤에에엑!""",카카오페이지
118,폭군의 비서관이 되었습니다,"제이,기오,이인혜",로판,"비서관으로 살다 퇴사 날 밤에 본 소설의 엑스트라, ‘로잘린 베리트’에 빙의했다. 
이왕 자작가 딸로 빙의한 거 죽을 때까지 적당히 호의호식 좀 누리다가 가려고 했는데
눈치 없는 오빠가 폭군의 비서관이 된다고?

죽기 싫어서 한 폭군의 비서관, 근데 역시 경력직 신입은 일처리가 다르지.
5년 하고 나니 나 없어도 잘 돌아갈 것 같다. 
그만두고 인생 한 번 즐겨볼까?

“그만 두겠습니다.”

“죽고 싶어?”

폐하, 가는 사람 안 잡고 오는 사람 안 막으면서
나한테는 왜 그래요?",카카오페이지
119,뮈엘라의 수사관,"솔,키아르네",로판,"마법사와 마녀를 배척하는 나라. 뮈엘라. 
뮈엘라의 시골 영지 알라나데일의 저택에서 하녀로 일하는 케이트.

어느 날, 그녀가 일하는 데일 남작가에 수상한 하인이 들어온다.

하인에 어울리지 않는 훤칠한 키에 단정한 외모를 가진 그는 첫날부터 주목을 받지만,
케이트는 사사건건 자신과 부딪치는 이안이 마음에 들지 않는다.

한편 그녀가 몸담은 데일 남작가에 불길한 사건들이 하나둘 일어나기 시작하는데…….",카카오페이지
120,아기 황후님,"유소이,마량",로판,"세계를 구할 예언의 아기.
내가 사람들을 구하려면 결혼해야 된다고?

“…저 할게요, 그 결혼!”

남편감인 소년 황제는 어리고 청순했다.
그런데-

“내 딸은 황후로도 못 줘.”

아빠가 내 결혼을 방해한다!

“내 여동생은 내 장난감인데?”

게다가 오빠까지.
나, 세계를 구할 수 있을까.",카카오페이지
121,레이디 비스트,"나우,유수완",로판,"그란디아 왕궁에서 배척당해 불행하게 산 공주, 엘리사.
전장의 폭군이라 불리는 타국의 공작과 계약 결혼하다!

오직 살아남는 것이 목표였기에 남편에게 어떠한 기대도 없었으나…….

“이건 뭐지. 다리 사이에서 피가 흐르는데.”
“어, 어떡해요. 아침에 일어나니까 당신 그곳이……!”

어찌 된 일인지 두 사람의 몸이 바뀌었다!

“안심하세요. 절대로 당신의 마음을 바라지 않겠어요.”
“…….”

‘왜 남편의 기분이 안 좋아 보이지?’

천덕꾸러기로 자라 사랑에 소극적인 그란디아의 공주, 엘리사.
참는 것보다 죽이는 것이 익숙한 란델의 미친개, 진저.

너무나도 다른 두 사람은, 서로를 이해하고 사랑하게 될 수 있을까?


*********************


유수완 작가님의 인기 로맨스판타지 소설 <레이디 비스트>를 웹툰으로 만나보세요!

*********************",카카오페이지
122,일상다정사,김세영,BL/GL,"[매주 금요일 업데이트]

지는 걸 죽도록 싫어하는 두 사람이 연애로 묶였다?!
 
""내 형 말고 나랑 사귀자.""
 그냥 친해지고 싶었던 것뿐인데 느닷없이 형 대신 자기와 사귀자고 덤비기에 
오냐, 너 고생 좀 해봐라 하는 맘으로 승낙했다.
그러나 '일단' 사귀게 되고 나니 예상치도 못한 감정이 생기기 시작하는데….
 한 치도 물러서지 않는 남 고딩 둘의 팽팽하고 달달한 연애 배틀.",카카오페이지
123,악역에게 청혼받았습니다,"빡킬(COPIN),사동,십삼월의새벽",로판,"악역의 살인 현장을 목격해 버렸다. 심지어 들켰다.
내 인생 종 치는 소리가 여기까지 들리는 것 같다.
그러나 그가 내게 건넨 것은…

""나와 결혼해 줘요.""

반지였다. 그것도 알이 몹시 큰. 이게 무슨 일이야?! 

""영애도 죽는 것보단 이게 나을 텐데요, 결혼합시다, 우리.""

소설 속 악역 최종보스 남주와의 서늘한 결혼생활이 시작됩니다!

[타이틀 로고 디자인: 디자인그룹 헌드레드]",카카오페이지
124,황녀님이 사악하셔,"포알카,화솜,차소희",로판,"나는 삼백 살이 넘는 마녀이지만, 믿었던 인간에게 배신당해 죽었다.
꼼짝없이 영혼계에 붙잡혀 있을 줄 알았는데 
서로가 서로를 죽이는 황실에 황녀로 환생했다.

이렇게 된 이상 내가 황제가 돼야겠다. 
“너. 내 부하가 대라.”

이렇게 했으니까 모두 나를 두려워하겠지, 생각했는데.

“한 번만 만져주면 안 돼? 네가 머리를 쓰다듬어줬다고 하면 모두가 부러워할 거야.”
…뭐야. 왜 이래. 

“더 해 줘. 귀여우니까.”

하지만 단체로 미쳤나, 싶을 정도로 내게 맹목적인 애정을 보이고 있다.

…나 황제 될 수 있겠지?",카카오페이지
125,위대한 소원,"나래,하늘가리기",로판,"제국의 유일한 황녀 시에나 아르젠트
그녀는 태어나면서부터 모든 것을 가졌다.
영민한 두뇌, 극상의 미모, 우월한 재능.
장차 황제의 관을 쓸 후계자의 지위까지.

스무 살의 생일을 앞둔 어느 날.
그녀는 꿈을 꾸기 시작하며 수십 년 후 자신의 미래를 보게 되는데.
그녀는 신의 축복으로 예지 능력을 갖게 되었다고 기뻐하며 신께 감사한다.

하지만 꿈에서 보는 자신의 미래는 갈수록 이상하다.
시에나가 막연히 그렸던 미래는 이런 것이 아니었다.

반쪽 핏줄이라고 경멸했던 이복 오라버니의 반격.
자신의 절대적 아군으로 믿었던 어머니의 숨겨진 모습.
그리고 현실과 미래, 양쪽에서 시에나에게 막강한 영향을 미치는 남자의 등장.

그녀 주변의 모든 것이 급격히 달라지기 시작하고 그녀 또한 변화한다.",카카오페이지
126,얼어붙은 플레이어의 귀환,"실실,제리엠",소년,"세상이 바뀌고 5년.
최종보스가 나타났다.

[지구 에어리어의 최후의 보스, 서리여왕이 출현합니다.]

최후의 보스!
그녀만 처치하면 예전처럼 살 수 있다!

인류 최고의 플레이어, 어둑서니를 포함한 다섯 명의 플레이어가 마침내 서리여왕을 쓰러뜨리지만...
그들은 기나긴 잠에 빠지는 혹독한 대가를 치뤄야했다.
그로부터 25년 후.

""2층이라니? 서리여왕을 죽이면 끝나는 거 아니었어?""

얼어붙은 동료들을 구하기 위해,

그리고 세상을 구하기 위해.

전설이 된 어둑서니의 이름을 버리고
이제는 신입 플레이어 서준호로 돌아왔다.",카카오페이지
127,패스파인더,"윤지선(COPIN),홍핏,여왕",드라마,"소원을 이뤄 주는 화폐‘패스’를 찾아다니는 패스파인더. 
평범한 취준생이었던 가람은 이세계에서‘패스파인더’가 되어 버린다. 
패스파인더가 된 순간 가람의 원래 세계는 가족을 포함해 살아있는 모든 것이 사라진 유령도시가 되었고 가람은 가족을 되찾기 위해 패스를 찾는 여정을 떠난다.",카카오페이지
128,"의원, 다시 살다","도빈,태선",액션무협,"[독점연재]

해외 의료 봉사를 갔다가 내전에 휘말렸다.
환자 대신 반군의 총을 맞고 간신히 눈을 떴는데
아니, 어린아이가 됐잖아?!?

눈앞에 있는 건 부서진 마차와 특이한 복식의 쓰러진 사람들!

""꼭 무림 세계 같네.""

한 명이라도 살리기 위해 응급처치를 하던 중,
이곳이 즐겨 읽던 무협 소설,
[지존천마] 속 세상이라는 것을 알게 되고.

'천하삼대의원' 백린의선을 비롯한 구조대를 만나
내가 구한 이들 중 하나가 이 소설의 주인공,
미래의 천마 '여하륜'이라는 것을 깨닫게 되었다!

""야, 살려 준 은혜가 있으니 형이라 불러라.""

목숨을 구해 준 은혜로 미래의 천마와는 의형제를 맺고,
재능을 눈여겨 본 백린의선과는 사제 지간을 맺어
강호제일신의가 되는 진천희의 일대기!

지금 시작합니다!",카카오페이지
129,하트 크러시,"다심,연어전골,최수현",로맨스,"“조, 좋아해요. 교수님.”
“…내 생각엔 그쯤 하는 게 좋을 텐데.” 
“아아, 어차피 내일 가시잖아요. 저 다 알아요! 알고 말씀드리는 거예요.” 

한국대학교 흉부외과 2년 차 레지던트 유다온. 
노예 인생을 이대로 끝낼 수 없다며 일생일대의 용기로 
마지막 고백(?)을 대차게 지른 그날 밤, 그녀에게 비보가 날아든다. 

“막내야! 강 교수님 안 가신대! 그냥 우리 병원 있기로 했대!”

그렇게 시작된 노예 인생 제2막. 
돌이킬 수 없는 고백의 참사를 수습하고자 최연소, 최단, 최고,
모든 기록을 보유한 천재 교수님의 강제 어시스턴트로 낙점된다. 

“제가 교수님께 고백한 건 전환점 같은 거랄까. 
힘도 내고 용기도 얻고…… 버, 번지점프 하는 것처럼요!” 

“그래서 나를 번지점프대로 써먹었다?” 
“네?” “네 말대로 이제 겨우 2년 채운 전공의가, 
하늘 같은 교수한테 멋대로 뛰어들었다는 거네?” 

그런데 이 교수님, 원래 이렇게 잘 웃는 분이셨나? 
사랑인 듯 아닌 듯 종잡을 수 없는 흉부외과 막내(노예)의 러브 서바이벌.",카카오페이지
130,공작부인의 50가지 티 레시피,"앤트스튜디오,이지하",로판,"눈을 뜨니 공작부인이 되어 있었다.
그런데 이거, 뭔가 이상하다.

기껏 빙의까지 되었는데 하녀들에게는 괴롭힘 당하고,
남편에게는 냉대 받는 허수아비 같은 공작부인이라니.

거지같은 내 인생!

에라, 모르겠다. 그냥 조용히 홍차 덕질이나 하며 살아야지라고 생각했는데.

""다음번에도, 다시 한 번 차를 대접받을 수 있겠습니까.""

냉랭했던 남편의 상태가 이상하다?",카카오페이지
131,다크 히어로의 딸이 되는 법,"곰달,피나,리사벨",로판,"사람이 마구 죽어 나가는 추리 소설 속 엑스트라가 되었다.
그것도 생존율 최저의, 꿈도 미래도 없는 거지소녀로!

""범인은 바로 저 사람입니다!""

눈 앞에서 사람이 죽어 나가는 걸 볼 수 없어서 
몇 번 슬쩍 범인을 일러줬더니-

""내 딸이 되도록.""
범죄자를 때려잡는 이 소설의 주인공이자, 
제국 최고의 권력자인 공작님에게 입양을 제의 받았다!

배 곯는 뒷골목 생활은 이제 끝?!    
폭신폭신한 빵을 두개나 먹어도 된다며 행복해하던 것도 잠시, 
문득 소설 속 숨겨진 설정이 떠오르고 마는데. 

'……잠깐. 이 소설, 주인공이 사이코패스라는 설정 아니었던가?'

악당에게는 누구보다 차가운 공작님, 하지만 내 딸에게는 따뜻하겠지!

로맨스릴러 육아물, <다크 히어로의 딸이 되는 법>",카카오페이지
132,템빨,"이동욱(REDICE STUDIO),Team Argo,박새날",소년,"[신영우 (유저 네임: 그리드)]
세계 최고의 가상 현실 게임 <SATISFY>.

현실에서나, 게임 속에서나, 불운은 항상 그의 곁을 맴도는데....
퀘스트 수행 중 우연히 발견한 게임 속 로또, '파그마의 기서'. 
20억 명이 넘는 유저 중 유일한 최강의 레전드리 직업으로 전직.

""어떻게 아직 살아있는 거지...?!""

""뭐, 특별한 건 없고...""


""템빨이죠.""

지긋지긋한 불운과 악몽 같은 빚쟁이 인생에서 벗어난
최강 플레이어 ""그리드"".
고인물도 울고 갈 끝판왕이 찾아온다!

[<SATISFY>에 접속합니다.]


-------------------------------------------------------
웹툰 <템빨>은 매주 토요일 연재됩니다.
-------------------------------------------------------",카카오페이지
133,토끼와 흑표범의 공생관계,"목인,사담,야식먹는중",로판,"내 이름은 비비 래비안.
명망 높은 래비안 가(家)의 토끼 수인이야.

성인이 되면 모두들 인간이 되는 수인의 세계에서
무슨 이유에서인지 나만
열여덟 살이 되는 지금까지 인간화를 하지 못하고 있어.
그런 내가 부끄러우셨는지 
부모님께선 날 흑표범 영토에 버리셨지.

그리고 난, 마치 운명처럼
붉은 눈을 빛내며 날 바라보는 흑표범을 만나게 되었는데―

""잡아먹히는 게 두려워? 그럼 더 울어 봐.""
""다리가 짧아서 그렇잖아, 뚱보 토끼.""
""넌 내가 주워 왔잖아. 그러니까 내 소유인 거지.""

얘… 얘는 정상이 아니었던 것이야~!!!

흑표범도 모자라 사자에, 늑대들까지―
하필 맹수들만 득시글한 이곳에서
아직 새끼 토끼인 나, 잘 살아갈 수 있는 걸까?

가녀린(?) 새끼 토끼 비비의 대모험―
<맹수 소굴에서 살아남기 프로젝트>를 지금 시작합니다!!",카카오페이지
134,레이디 베이비,"핑민,주해온",로판,"차례차례 이어진 가족들의 죽음과 전쟁.
칼리오페 역시 죽음을 비껴갈 수 없었다.

그런데.

""응애!""

응......애?! 응애라고?

태어날 무렵으로 회귀해버렸다?!

전생의 비극을 되풀이하지 않기 위해
칼리오페는 소근육 단련-곤지곤지 잼잼-도 하고,
자연의 법칙(중력)을 거스르기-뒤집기-도 하고,
의사소통 능력 향상을 위해 까까까까(가갸거겨)도 열심히 했다.

그 바쁜 와중에도 가족들과 행복한 나날을 보내기 위해 거침없이 사랑을 표현...
...하는데 왠지 가족들이 더 많이 표현한다...?

숨만 쉬어도 귀여워하며 자신을 덕질하는 가족의 모습에
괴로우면서도 행복한 나날을 보내는 칼리오페.
그리고 달라진 그녀의 곁으로 다가오는 사람들.
미래는 바뀌고 있다.

하지만 드러나는 음모 역시 점점 커지는데......


과연 그녀는 가족의 죽음에 얽힌 음모를 밝혀내고 미래를 바꿀 수 있을까?


*******************************************

화제의 로판 <레이디 베이비>, 본격 웹툰화!
원작 소설과 만화 두 가지 즐거움을 맛보세요!

*******************************************",카카오페이지
135,접근 불가 레이디,"용두식,밍숭,킨",로판,"""힐리스. 부탁이야. 네가 가브리엘 대신 죽어줘.""


언제나 고귀하던 내 오빠가 처음으로 나에게 머리 숙여 애원했다.
피 한 방울 통하지 않은 의붓 여동생을 위해 죽어달라고.


""이번 한 번만 더 죽어주는 거 별로 어렵지 않잖아. 그렇지?""


일곱 번째 배신당한 날,
나는 비로소 헛된 미련들로부터 완전히 자유로워졌다.


""네가 끝까지 인간 말종에 쓰레기라 다행이야.""


당신들의 사랑 따위, 이제 줘도 안 가져.
마침내 내가 먼저 그들을 버려 줄 차례였다.

#로맨스판타지 #피폐물 #회귀물


웹툰 밍숭, 용두식 / 원작 킨, 연담 / 타이틀 디자인 공민경 / 발행처 콘텐츠랩블루, 연담",카카오페이지
136,메디컬 환생,"키다리스튜디오,유인(流人)",드라마,"실패한 외과 의사로서의 삶을 살던 김진현,
우연한 사건으로 인해 환생의 기회를
얻는다. 그리고 돌아간 시점은 중학생 김진현의
모습. 새로 얻은 삶의 기회를 소중히
여기고 악착같이 공부하는 진현.
이번 삶의 목표는 힘들고 돈도 못 버는 외과의가
아니라 돈 많이 버는 피부과 의사다!",카카오페이지
137,사실은 내가 진짜였다,"유운,삼월",로판,"아빠에게 사랑받기 위해 철저하게 자신을 억누르며 살아온 키이라.
어느 날 자신이 유일한 친딸이라 주장하는 코제트가 나타나고,
키이라는 가짜라는 죄목으로 처형당하고 만다.

생의 마지막 순간, 코제트는 키이라의 귀에 “사실은 네가 진짜였단다""라는 말을 속삭이는데…
키이라는 그 말을 기억한 채 과거로 회귀한다!

복수도 중요하지만, 가짜 건 진짜 건 무슨 상관이야?
다시 찾은 생, 이젠 나를 위해 자유롭게 살겠어!
친구 사귀기는 처음인 귀염뽀짝 여주의 성장 로맨스.",카카오페이지
138,악당의 엄마가 되어버렸다,"이로,율지",로판,"소설 속 최종 흑막이 될 예정인 '아인스페너'의 엄마로 빙의해 버렸다.
그것도 아이를 학대해서 죽임을 당하는 나쁜 새엄마로.

이 비극의 운명에서 도망칠 방법을 궁리하는데, 눈 앞에 보인 건 아무 것도 모른 채 순진 무구한 얼굴을 하고 있는 악당 유망주...?

'아니, 이 작고 오동통한 손가락마저 물고 빨고 싶을 만큼 귀여운 아이인데! 도대체 학대할 곳이 어디 있다고!'

그래서 나는 결심했다! 이 아이를 지켜주기로, 그러니까.. 다 크면 나도 좀 살려줘!",카카오페이지
